slug,name,owner,description,stargazerCount,forkCount,watchersCount,openIssuesCount,openPullRequestsCount,releasesCount,primaryLanguage,createdAt,updatedAt,url,hasGithubSponsor
syphon-org_syphon,syphon,syphon-org,⚗️  a privacy centric matrix client ,1057,70,26,148,5,39,Dart,2019-10-05T14:17:21Z,2025-08-04T18:57:46Z,https://github.com/syphon-org/syphon,True
hywan_code-tour-rs,code-tour-rs,Hywan,"Enhanced example-based learning, i.e. awesome example user experience",23,0,4,0,0,0,Rust,2020-07-20T15:39:30Z,2024-04-02T15:00:08Z,https://github.com/Hywan/code-tour-rs,True
nmoinvaz_minizip,minizip-ng,zlib-ng,Fork of the popular zip manipulation library found in the zlib distribution.,1368,465,47,15,2,39,C,2012-01-21T19:17:23Z,2025-08-07T15:53:15Z,https://github.com/nmoinvaz/minizip,True
duyet_bruteforce-database,bruteforce-database,duyet,Bruteforce database,1567,594,70,5,0,0,,2015-10-04T14:55:41Z,2025-08-07T20:37:39Z,https://github.com/duyet/bruteforce-database,True
ybalrid_ogre_gltf,Ogre_glTF,Ybalrid,glTF 2.0 asset loader plugin for Ogre 2.1,50,16,10,5,1,6,C++,2017-12-24T14:48:01Z,2025-02-17T22:57:14Z,https://github.com/Ybalrid/Ogre_glTF,True
milanzor_webpack-watched-glob-entries-plugin,webpack-watched-glob-entries-plugin,Milanzor,Provides a way to glob for entry files in Webpack watch and non-watch modes.,54,17,2,0,0,12,JavaScript,2017-12-21T21:51:31Z,2025-08-07T18:54:12Z,https://github.com/Milanzor/webpack-watched-glob-entries-plugin,True
academictorrents_at-python,at-python,academictorrents,API for Python,46,5,7,7,0,1,Python,2016-10-12T00:41:34Z,2025-05-22T07:50:26Z,https://github.com/academictorrents/at-python,True
kennethreitz42_pytheory,pytheory,kennethreitz,Music Theory for Humans.,1503,80,72,4,0,0,Python,2018-08-29T10:59:32Z,2025-08-07T16:07:43Z,https://github.com/kennethreitz42/pytheory,True
feross_simple-get,simple-get,feross,"Simplest way to make http get requests. Supports HTTPS, redirects, gzip/deflate, streams in < 100 lines",401,50,13,16,7,0,JavaScript,2014-12-28T03:20:08Z,2025-05-31T17:33:04Z,https://github.com/feross/simple-get,True
asdf-community_asdf-php,asdf-php,asdf-community,PHP plugin for the asdf version manager [maintainer=LOOKING FOR A MAINTAINER! SUBMIT A PULL REQUEST TO THE INFRASTRUCTURE REPOSITORY!],239,112,5,35,23,0,Shell,2016-10-15T08:33:34Z,2025-07-17T18:28:28Z,https://github.com/asdf-community/asdf-php,True
johnpierson_rhythmfordynamo,RhythmForDynamo,johnpierson,A collection of nodes for use in Dynamo with Revit.,114,26,19,11,0,1,C#,2015-11-13T23:00:06Z,2025-07-30T19:47:44Z,https://github.com/johnpierson/RhythmForDynamo,True
rmichelsen_nvy,Nvy,RMichelsen,Nvy - A Neovim client in C++,379,32,10,14,1,32,C++,2020-08-18T21:43:45Z,2025-08-07T00:16:24Z,https://github.com/RMichelsen/Nvy,True
preactjs_enzyme-adapter-preact-pure,enzyme-adapter-preact-pure,preactjs,Preact adapter for the Enzyme UI testing library,67,17,4,10,10,20,TypeScript,2019-02-09T11:42:34Z,2024-09-03T02:41:19Z,https://github.com/preactjs/enzyme-adapter-preact-pure,True
sindresorhus_swiftlint-config,swiftlint-config,sindresorhus,Good starter config for SwiftLint,49,4,3,0,0,0,,2019-04-27T15:01:49Z,2025-05-14T09:21:48Z,https://github.com/sindresorhus/swiftlint-config,True
doctorlai_simplified-and-traditional-chinese,Simplified-and-Traditional-Chinese,DoctorLai,Between Simplified Chinese (ZH-CN or GB2312) and Traditional Chinese (ZH-TW or BIG5),20,8,2,0,0,0,JavaScript,2017-08-08T21:14:33Z,2024-04-26T19:57:00Z,https://github.com/DoctorLai/Simplified-and-Traditional-Chinese,True
xlwings_xlwings,xlwings,xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on Windows and macOS as well as with Google Sheets and Excel on the web. ,3195,517,120,378,8,190,Python,2014-03-17T13:03:20Z,2025-08-06T16:30:38Z,https://github.com/xlwings/xlwings,True
optimistdigital_nova-multiselect-field,nova-multiselect-field,outl1ne,A Laravel Nova package that adds a multiselect to Nova's arsenal of fields.,339,134,10,28,3,118,PHP,2019-05-09T07:24:21Z,2025-07-23T08:45:42Z,https://github.com/optimistdigital/nova-multiselect-field,True
ash-jc-allen_short-url,short-url,ash-jc-allen,A Laravel package for creating shortened URLs for your web apps.,1337,174,17,2,3,41,PHP,2019-12-22T01:04:21Z,2025-08-06T19:29:02Z,https://github.com/ash-jc-allen/short-url,True
yonat_radiogroup,RadioGroup,yonat,The missing iOS radio buttons group.,190,33,5,2,0,0,Swift,2019-02-03T16:18:41Z,2025-08-07T09:48:58Z,https://github.com/yonat/RadioGroup,True
fannheyward_coc-pyright,coc-pyright,fannheyward,Pyright extension for coc.nvim,1345,52,3,8,1,0,TypeScript,2019-09-05T07:43:00Z,2025-08-06T23:06:57Z,https://github.com/fannheyward/coc-pyright,True
defnull_multipart,multipart,defnull,A fast multipart/form-data parser for python,146,34,4,2,1,5,Python,2010-06-17T19:36:11Z,2025-07-27T00:22:21Z,https://github.com/defnull/multipart,True
joxit_docker-registry-ui,docker-registry-ui,Joxit,The simplest and most complete UI for your private docker registry v2 and v3,3058,343,26,28,5,31,Riot,2016-04-09T19:40:26Z,2025-08-07T13:39:06Z,https://github.com/Joxit/docker-registry-ui,True
bencevans_hnews,hnews,bencevans,📰 Hacker News CLI,44,5,5,1,1,0,Ruby,2012-07-26T14:51:49Z,2024-04-12T15:26:32Z,https://github.com/bencevans/hnews,True
davityavryan_yarn-audit-html,yarn-audit-html,davityavryan,Generate a HTML report for Yarn Audit,29,12,1,3,8,32,TypeScript,2018-12-03T10:53:24Z,2024-09-27T11:32:07Z,https://github.com/davityavryan/yarn-audit-html,True
kiwix_overview,overview,kiwix,,89,13,11,33,0,0,HTML,2017-08-29T17:56:46Z,2025-04-19T06:46:53Z,https://github.com/kiwix/overview,True
gnh1201_reasonableframework,reasonableframework,gnh1201,"ReasonableFramework is RVHM structured PHP framework. aka, RSF, VSPF, C-2020-018490",18,7,4,59,0,38,PHP,2017-12-17T20:31:09Z,2025-07-28T07:30:46Z,https://github.com/gnh1201/reasonableframework,True
schollz_find3,find3,schollz,"High-precision indoor positioning framework, version 3.",4718,362,108,70,10,4,Go,2018-02-15T16:23:43Z,2025-08-05T10:07:16Z,https://github.com/schollz/find3,True
cloudposse_terraform-aws-efs-backup,terraform-aws-efs-backup,cloudposse,Terraform module designed to easily backup EFS filesystems to S3 using DataPipeline,44,33,16,4,1,17,HCL,2017-08-02T19:47:24Z,2025-05-29T20:46:37Z,https://github.com/cloudposse/terraform-aws-efs-backup,True
mafintosh_docker-raw-stream,docker-raw-stream,mafintosh,Decode/encode a docker raw stream,10,1,2,0,0,0,JavaScript,2014-06-21T12:11:26Z,2024-10-24T15:41:13Z,https://github.com/mafintosh/docker-raw-stream,True
portapps_intellij-idea-community-portable,intellij-idea-community-portable,portapps,🚀 IntelliJ IDEA Community portable for Windows,58,9,8,3,0,59,Go,2018-02-11T17:16:24Z,2025-07-31T20:31:19Z,https://github.com/portapps/intellij-idea-community-portable,True
oblador_react-native-lightbox,react-native-lightbox,oblador,Images etc in Full Screen Lightbox Popovers for React Native,2813,502,34,53,31,8,JavaScript,2015-08-04T00:33:28Z,2025-08-05T11:40:09Z,https://github.com/oblador/react-native-lightbox,True
aiekick_noodlesplate,NoodlesPlate,aiekick,Offline Shader Editor with many cool features,279,19,17,7,1,13,C++,2018-11-12T17:25:31Z,2025-08-03T08:35:22Z,https://github.com/aiekick/NoodlesPlate,True
tpope_vim-haml,vim-haml,tpope,"Vim runtime files for Haml, Sass, and SCSS",595,67,9,19,5,0,Vim Script,2008-06-20T14:42:00Z,2025-08-01T21:41:57Z,https://github.com/tpope/vim-haml,True
grahamcampbell_laravel-gitlab,Laravel-GitLab,GrahamCampbell,A GitLab API bridge for Laravel,138,27,5,0,0,48,PHP,2018-03-03T19:55:50Z,2025-03-14T10:57:59Z,https://github.com/GrahamCampbell/Laravel-GitLab,True
brianruizy_portfolio-website,gatsby-minimal-portfolio,BrianRuizy,"JAMstack content-focused portfolio blog starter. Features include dark-mode, installable PWA, SEO, code highlighting, form, CI/CD.",46,10,2,2,20,3,JavaScript,2019-04-09T01:11:46Z,2025-02-03T07:26:18Z,https://github.com/BrianRuizy/portfolio-website,True
chrisbanes_cheesesquare,cheesesquare,chrisbanes,Demos the new Android Design library.,7698,1806,389,0,14,1,Kotlin,2015-05-28T22:54:34Z,2025-08-07T08:22:49Z,https://github.com/chrisbanes/cheesesquare,True
punic_punic,punic,punic,PHP translation and localization made easy!,155,24,12,7,0,34,PHP,2014-08-25T09:17:24Z,2025-04-29T10:07:18Z,https://github.com/punic/punic,True
mermade_openapi_optimise,openapi_optimise,Mermade,Optimise OpenApi (Swagger) 2.0 API definitions,11,4,3,0,0,0,JavaScript,2016-08-24T16:17:01Z,2023-01-28T19:03:53Z,https://github.com/Mermade/openapi_optimise,True
dlang_dmd,dmd,dlang,dmd D Programming Language compiler,3146,649,155,3454,326,1,D,2011-01-15T06:53:53Z,2025-08-08T01:23:36Z,https://github.com/dlang/dmd,True
terraform-aws-modules_terraform-aws-lambda,terraform-aws-lambda,terraform-aws-modules,"Terraform module, which takes care of a lot of AWS Lambda/serverless tasks (build dependencies, packages, updates, deployments) in countless combinations 🇺🇦",1002,727,22,7,2,127,HCL,2020-06-02T14:42:42Z,2025-08-06T21:36:26Z,https://github.com/terraform-aws-modules/terraform-aws-lambda,True
nette_docs,docs,nette,📖 The Nette documentation,119,283,18,16,15,0,,2013-06-05T14:51:53Z,2025-08-07T00:39:33Z,https://github.com/nette/docs,True
rnmods_react-native-document-picker,document-picker,react-native-documents,Document Picker and Viewer for React Native,1455,455,10,9,6,56,TypeScript,2016-06-28T14:58:12Z,2025-08-07T13:30:44Z,https://github.com/rnmods/react-native-document-picker,True
fidum_laravel-eloquent-morph-to-one,laravel-eloquent-morph-to-one,fidum,Adds MorphToOne relation to Laravel eloquent,31,3,1,0,0,11,PHP,2020-06-23T13:00:36Z,2025-07-18T17:32:33Z,https://github.com/fidum/laravel-eloquent-morph-to-one,True
react-component_dialog,dialog,react-component,React Dialog,442,199,27,10,11,49,TypeScript,2014-12-11T02:26:06Z,2025-08-05T07:56:05Z,https://github.com/react-component/dialog,True
lexik_lexikjwtauthenticationbundle,LexikJWTAuthenticationBundle,lexik,JWT authentication for your Symfony API,2562,619,52,89,18,92,PHP,2014-04-10T07:57:27Z,2025-08-07T09:50:25Z,https://github.com/lexik/LexikJWTAuthenticationBundle,True
ionicabizau_node-ipinfo,node-ipinfo,IonicaBizau,:globe_with_meridians: An http://ipinfo.io NodeJS wrapper.,58,24,8,0,0,23,JavaScript,2014-12-21T12:25:00Z,2025-07-04T02:29:54Z,https://github.com/IonicaBizau/node-ipinfo,True
krasa_mavenhelper,MavenHelper,krasa,IntelliJ plugin - https://plugins.jetbrains.com/plugin/7179,267,99,12,34,1,0,Java,2013-02-10T17:08:57Z,2025-07-28T06:44:18Z,https://github.com/krasa/MavenHelper,True
sindresorhus_sort-on,sort-on,sindresorhus,Sort an array on an object property,200,14,8,1,1,8,JavaScript,2015-01-08T06:17:42Z,2024-12-10T22:36:12Z,https://github.com/sindresorhus/sort-on,True
borkdude_boot-bundle,boot-bundle,borkdude,"boot-bundle: managed dependencies for boot, the clojure build tool",43,0,3,1,0,0,Clojure,2016-10-08T10:13:16Z,2024-05-31T07:55:02Z,https://github.com/borkdude/boot-bundle,True
kennethreitz42_records,records,kennethreitz,SQL for Humans™,7208,576,185,42,2,1,Python,2014-12-24T15:20:23Z,2025-08-07T09:32:33Z,https://github.com/kennethreitz42/records,True
wang-chen_kervolution,kervolution,sair-lab,Kervolution Library in PyTorch (CVPR 2019 Oral),39,3,7,3,0,0,Python,2018-03-15T10:55:13Z,2024-06-04T07:06:46Z,https://github.com/wang-chen/kervolution,True
aralroca_aralroca.com,aralroca.com,aralroca,My personal webpage / blog,16,5,3,5,0,0,TypeScript,2020-04-11T10:41:38Z,2025-04-25T21:04:52Z,https://github.com/aralroca/aralroca.com,True
maykar_kiosk-mode,kiosk-mode,maykar,🙈 Hides the Home Assistant header and/or sidebar,458,174,4,19,1,41,JavaScript,2020-10-11T11:07:50Z,2025-08-07T07:51:31Z,https://github.com/maykar/kiosk-mode,True
thlorenz_v8-perf,v8-perf,thlorenz,⏱️ Notes and resources related to v8 and thus Node.js performance,2255,112,92,4,0,0,JavaScript,2014-06-04T18:43:14Z,2025-08-05T18:18:59Z,https://github.com/thlorenz/v8-perf,True
indirect_unpwn,unpwn,indirect,automatically ensure passwords aren't pwned,26,1,3,0,0,0,Ruby,2018-10-09T20:47:42Z,2025-07-15T22:29:21Z,https://github.com/indirect/unpwn,True
quahu_disqord,Disqord,Quahu,Asynchronous Discord API wrapper and bot framework for .NET.,170,23,7,0,5,0,C#,2019-02-08T03:26:28Z,2025-08-07T09:13:44Z,https://github.com/Quahu/Disqord,True
bueltge_wordpress-admin-style,wordpress-admin-style,bueltge,This plugin reference elements from wp-admin in an overview with the necessary markup and CSS classes to help you to develop WordPress compliant.,975,122,58,1,0,14,PHP,2011-05-27T12:59:55Z,2025-08-07T07:29:03Z,https://github.com/bueltge/wordpress-admin-style,True
crazy-max_travis-wait-enhanced,travis-wait-enhanced,crazy-max,Prevent Travis CI from thinking a long-running process has stalled,16,2,3,0,0,8,Go,2019-08-02T12:00:50Z,2024-06-29T15:33:38Z,https://github.com/crazy-max/travis-wait-enhanced,True
macmade_atomickit,AtomicKit,macmade,Concurrency made simple in Swift.,95,12,3,2,0,0,Swift,2017-06-22T16:30:42Z,2025-07-18T01:22:23Z,https://github.com/macmade/AtomicKit,True
vitalets_js-testrunners-bench,js-testrunners-bench,vitalets,JavaScript test-runners benchmark,29,1,3,2,0,0,JavaScript,2017-06-14T15:46:23Z,2025-03-29T02:29:23Z,https://github.com/vitalets/js-testrunners-bench,True
gengkapak_dclxvi,DCLXVI,GengKapak,,10,88,0,0,0,0,Python,2020-05-13T20:30:01Z,2025-07-20T23:57:56Z,https://github.com/GengKapak/DCLXVI,True
arcticicestudio_nord-highlightjs,highlightjs,nordtheme,"An arctic, north-bluish clean and elegant highlight.js theme.",56,5,2,3,0,2,SCSS,2017-10-19T10:09:45Z,2025-06-25T16:06:40Z,https://github.com/arcticicestudio/nord-highlightjs,True
mafintosh_stream-each,stream-each,mafintosh,Iterate all the data in a stream,37,2,3,2,0,0,JavaScript,2015-10-18T20:40:24Z,2021-01-13T19:47:46Z,https://github.com/mafintosh/stream-each,True
homebrew_homebrew-command-not-found,homebrew-command-not-found,Homebrew,🔍 Ubuntu’s command-not-found equivalent for Homebrew on macOS,426,50,18,2,0,1,Ruby,2014-02-25T14:13:14Z,2025-08-08T00:20:24Z,https://github.com/Homebrew/homebrew-command-not-found,True
nukeop_react-ui-cards,react-ui-cards,nukeop,Ready to use card components for React (rewritten in Typescript),240,62,4,5,3,0,TypeScript,2018-01-15T21:52:59Z,2025-08-02T12:54:20Z,https://github.com/nukeop/react-ui-cards,True
tpope_vim-capslock,vim-capslock,tpope,capslock.vim: Software caps lock,154,9,3,2,1,0,Vim Script,2012-12-30T23:01:27Z,2025-08-01T21:41:30Z,https://github.com/tpope/vim-capslock,True
sindresorhus_noop-stream,noop-stream,sindresorhus,Create a readable Node.js stream that produces no data (or optionally blank data) or a writable stream that discards data,52,3,2,0,0,2,JavaScript,2019-05-26T12:34:41Z,2025-01-07T20:11:38Z,https://github.com/sindresorhus/noop-stream,True
typicms_base,Base,TypiCMS,Multilingual CMS built with Laravel.,1451,414,71,13,0,518,PHP,2014-12-26T14:15:30Z,2025-08-07T15:29:15Z,https://github.com/TypiCMS/Base,True
magit_libegit2,libegit2,emacsorphanage,Emacs bindings for libgit2,116,39,19,5,2,0,C,2018-04-18T20:58:37Z,2024-10-19T02:17:27Z,https://github.com/magit/libegit2,True
vierbeuter_craft-footnotes,footnotes,verbb,Craft CMS plugin for adding a footnotes feature to CKEditor fields and Twig templates,21,2,5,2,6,10,PHP,2016-06-23T11:08:41Z,2025-07-18T14:04:27Z,https://github.com/Vierbeuter/craft-footnotes,True
shinmera_talks,talks,Shinmera,Documents related to talks I gave or will give,43,0,8,0,0,0,TeX,2015-03-07T18:20:05Z,2025-05-20T08:25:52Z,https://github.com/Shinmera/talks,True
tpope_vim-afterimage,vim-afterimage,tpope,afterimage.vim: edit binary files by converting them to text equivalents,165,10,2,3,1,0,Vim Script,2010-01-17T06:06:28Z,2025-08-07T03:02:08Z,https://github.com/tpope/vim-afterimage,True
astoilkov_use-local-storage-state,use-local-storage-state,astoilkov,React hook that persists data in localStorage,1204,39,7,3,2,76,TypeScript,2020-03-12T19:22:03Z,2025-08-07T14:14:02Z,https://github.com/astoilkov/use-local-storage-state,True
atomic14_espnowsimplesample,ESPNowSimpleSample,atomic14,A simple example of using ESP-NOW for broadcast and peer to peer messaging,43,6,8,0,0,0,C++,2020-06-19T13:25:49Z,2025-01-16T05:25:05Z,https://github.com/atomic14/ESPNowSimpleSample,True
conda-forge_conda-forge.github.io,conda-forge.github.io,conda-forge,The conda-forge website.,151,298,32,339,28,0,JavaScript,2015-07-12T13:22:31Z,2025-08-07T10:39:55Z,https://github.com/conda-forge/conda-forge.github.io,True
jonschlinkert_alphabet,alphabet,jonschlinkert,"Currently the English alphabet, upper and lowercase, but open to PRs for other languages. (This was originally published to teach someone how NPM works.)",17,4,5,0,2,0,JavaScript,2014-11-25T07:53:34Z,2025-02-11T14:09:49Z,https://github.com/jonschlinkert/alphabet,True
mattn_cisp,cisp,mattn,Minimal Lisp Interpreter,58,6,4,4,0,0,C,2016-06-30T00:53:40Z,2025-06-07T10:56:26Z,https://github.com/mattn/cisp,True
egoist_vue-content-loader,vue-content-loader,egoist,"SVG component to create placeholder loading, like Facebook cards loading.",3049,134,25,2,5,6,JavaScript,2018-03-21T13:39:59Z,2025-08-01T03:12:50Z,https://github.com/egoist/vue-content-loader,True
vets-who-code_vets-who-code-app,vets-who-code-app,Vets-Who-Code,,51,65,23,118,5,0,TypeScript,2017-02-05T02:54:17Z,2025-07-15T03:08:52Z,https://github.com/Vets-Who-Code/vets-who-code-app,True
kdcllc_cometd.netcore,CometD.NetCore,kdcllc,CometD for use with Salesforce Platform Events,33,15,7,15,0,0,C#,2018-07-20T19:17:40Z,2025-07-29T18:15:26Z,https://github.com/kdcllc/CometD.NetCore,True
sarugaku_vistir,vistir,sarugaku,Setup / utilities which most projects eventually need,35,13,3,0,0,31,Python,2018-08-10T07:53:35Z,2025-05-29T11:28:24Z,https://github.com/sarugaku/vistir,True
ember-cli_ember-octane-blueprint,ember-octane-blueprint,ember-cli,App and Addon blueprints for Ember Octane,46,23,12,0,0,1,JavaScript,2018-11-22T02:58:59Z,2023-01-28T15:41:28Z,https://github.com/ember-cli/ember-octane-blueprint,True
luzifer_gobuilder,gobuilder,Luzifer,Automatic Golang building project,27,4,4,0,0,0,Go,2014-11-06T23:55:07Z,2024-06-29T09:12:31Z,https://github.com/Luzifer/gobuilder,True
laurent22_rsync-time-backup,rsync-time-backup,laurent22,Time Machine style backup with rsync.,3508,465,102,96,17,0,Shell,2013-10-27T03:57:45Z,2025-08-06T08:13:53Z,https://github.com/laurent22/rsync-time-backup,True
hdvinnie_torrent-tracker-platforms,Torrent-Tracker-Platforms,HDVinnie,A Curated List Of Torrent Tracker Platforms/Codebases Written In Multiple Coding Languages,568,61,30,1,0,0,,2017-07-12T20:50:23Z,2025-08-04T03:07:47Z,https://github.com/HDVinnie/Torrent-Tracker-Platforms,True
devkitpro_newlib,newlib,devkitPro,fork from sourceware git://sourceware.org / newlib-cygwin.git ,27,17,9,5,0,0,C,2016-07-18T18:20:24Z,2025-07-30T04:35:34Z,https://github.com/devkitPro/newlib,True
astro_collectd,collectd,astro,"Some personal modifications to collectd, the kick-ass data collector",13,7,5,0,0,0,C,2009-04-25T00:13:35Z,2023-04-11T14:54:40Z,https://github.com/astro/collectd,True
yesidays_ds-learning-path,ds-learning-path,yesidays,Data scientist: learning path,110,52,15,2,11,0,CSS,2020-05-27T23:47:13Z,2025-06-13T04:31:01Z,https://github.com/yesidays/ds-learning-path,True
adhocore_with,with,adhocore,With provides object like fluent interface for scalars and non-objects,17,3,2,0,1,3,PHP,2017-08-26T11:44:56Z,2023-06-19T06:10:40Z,https://github.com/adhocore/with,True
wkentaro_pytorch-for-numpy-users,pytorch-for-numpy-users,wkentaro,PyTorch for Numpy users. https://pytorch-for-numpy-users.wkentaro.com,705,88,15,0,0,0,HTML,2017-05-20T20:18:43Z,2025-07-25T13:37:14Z,https://github.com/wkentaro/pytorch-for-numpy-users,True
nystudio107_craft-twigprofiler,craft-twigprofiler,nystudio107,"Twig Profiler allows you to profile sections of your Twig templates, and see the resulting timings in the Yii2 Debug Toolbar",22,4,3,0,2,6,PHP,2018-04-07T05:28:37Z,2024-09-04T23:03:08Z,https://github.com/nystudio107/craft-twigprofiler,True
mroth_emojidoll,emojidoll,mroth,:dolls: twitter bot to generate Emoji dolls,10,1,2,0,0,0,Ruby,2014-07-11T01:12:16Z,2025-04-08T13:50:43Z,https://github.com/mroth/emojidoll,True
qutebrowser_qutebrowser,qutebrowser,qutebrowser,"A keyboard-driven, vim-like browser based on Python and Qt.",10750,1055,168,1156,104,95,Python,2014-06-26T14:59:34Z,2025-08-08T04:46:19Z,https://github.com/qutebrowser/qutebrowser,True
ofek_hatch,hatch,pypa,"Modern, extensible Python project management",6754,341,49,410,59,133,Python,2017-05-31T23:37:53Z,2025-08-07T20:27:28Z,https://github.com/ofek/hatch,True
not-fl3_macroquad,macroquad,not-fl3,Cross-platform game engine in Rust. ,3920,377,36,236,69,0,Rust,2020-01-08T19:01:01Z,2025-08-07T18:04:02Z,https://github.com/not-fl3/macroquad,True
loresoft_entityframeworkcore.generator,EntityFrameworkCore.Generator,loresoft,Generate Entity Framework Core model from an existing database,383,94,17,31,9,15,C#,2018-09-18T14:44:17Z,2025-08-06T07:49:58Z,https://github.com/loresoft/EntityFrameworkCore.Generator,True
ocramius_psr7csrf,PSR7Csrf,Ocramius, :no_entry: PSR-7 storage-less CSRF token generation/validation,179,3,11,0,0,5,PHP,2016-03-20T13:24:15Z,2024-11-19T09:40:40Z,https://github.com/Ocramius/PSR7Csrf,True
skx_implant,implant,skx,Simple utility for embedding files/resources inside golang binaries,20,4,2,0,0,6,Go,2018-04-08T07:58:50Z,2023-01-28T10:28:24Z,https://github.com/skx/implant,True
jeromegamez_ansible-macos-playbook,ansible-macos-playbook,jeromegamez,macOs setup and configuration via Ansible.,62,19,3,0,0,0,,2017-02-02T21:30:48Z,2025-04-30T17:25:39Z,https://github.com/jeromegamez/ansible-macos-playbook,True
mathieudutour_import-svg-as-artboard,import-svg-as-artboard,mathieudutour,Import SVG files as Artboards.,24,10,4,1,4,3,JavaScript,2019-04-08T20:05:20Z,2024-03-13T11:28:43Z,https://github.com/mathieudutour/import-svg-as-artboard,True
sciml_diffeqfinancial.jl,DiffEqFinancial.jl,SciML,Differential equation problem specifications and scientific machine learning for common financial models,29,15,5,1,0,12,Julia,2016-10-17T04:51:41Z,2025-08-04T12:38:11Z,https://github.com/SciML/DiffEqFinancial.jl,True
kying18_graph-composer,graph-composer,kying18,Using graphs to represent relationships between words in song lyrics and then generating new lyrics.. *ahem* interpretive poetry... from the graph,106,67,4,0,1,0,Python,2019-12-19T02:44:55Z,2025-05-03T15:48:51Z,https://github.com/kying18/graph-composer,True
alexcheng1982_docker-magento2,docker-magento2,alexcheng1982,Docker image for Magento Open Source 2,386,259,22,40,7,17,Dockerfile,2015-03-07T01:00:17Z,2025-08-07T13:59:05Z,https://github.com/alexcheng1982/docker-magento2,True
mattn_googlesuggest-complete-vim,googlesuggest-complete-vim,mattn,"complete function using google suggest API. perhaps, you should input japanese without IME.",23,3,4,0,0,0,Vim Script,2010-01-28T06:15:22Z,2022-01-03T17:18:06Z,https://github.com/mattn/googlesuggest-complete-vim,True
muesli_telephant,telephant,muesli,A lightweight but modern Mastodon client for the desktop,190,14,14,25,3,3,QML,2017-08-27T17:16:56Z,2025-04-13T22:27:23Z,https://github.com/muesli/telephant,True
plone_products.tinymce,Products.TinyMCE,plone,"TinyMCE integration Plone 4.x.y (4.3.7+ is on branch 1.3.x [default], master is stalled)",18,59,155,20,0,0,Python,2011-11-20T20:05:55Z,2023-04-10T10:37:40Z,https://github.com/plone/Products.TinyMCE,True
surjithctly_neat-starter,neat-starter,surjithctly,"Starter Template for Netlify CMS, Eleventy, Alpine JS & Tailwind CSS",349,115,5,4,0,3,HTML,2020-09-21T06:18:37Z,2025-08-02T19:36:31Z,https://github.com/surjithctly/neat-starter,True
nodejs_nodejs.org-archive,nodejs.org-archive,nodejs,[DEPRECATED] Website repository for the Node.js project,107,115,159,11,1,0,Nginx,2014-02-13T22:50:01Z,2025-05-20T18:19:47Z,https://github.com/nodejs/nodejs.org-archive,True
wyrihaximusnet_docker-php,docker-php,WyriHaximusNet,Opinionated PHP Docker images,41,6,2,7,25,0,Shell,2019-03-23T18:58:29Z,2025-07-27T11:18:13Z,https://github.com/WyriHaximusNet/docker-php,True
clovisdasilvaneto_fadein-fadeout-com-javascript-puro,fadein-fadeout-com-javascript-puro,clovisdasilvaneto,"Código do artigo ""Criando efeito de fadeIn e fadeOut com javascript puro"" que publiquei no tableless",23,13,3,0,0,0,,2014-01-24T22:21:01Z,2022-08-16T18:25:28Z,https://github.com/clovisdasilvaneto/fadein-fadeout-com-javascript-puro,True
julianrubisch_futurism,futurism,stimulusreflex,Lazy-load Rails partials via CableReady,414,19,7,9,8,7,Ruby,2020-07-09T09:25:49Z,2025-07-17T06:21:34Z,https://github.com/julianrubisch/futurism,True
dominikh_go-tools,go-tools,dominikh,Staticcheck - The advanced Go linter,6536,393,76,564,22,39,Go,2017-01-24T21:11:01Z,2025-08-07T18:07:27Z,https://github.com/dominikh/go-tools,True
mysticatea_react-helix,react-helix,mysticatea,A small library for immutable design and React.,26,0,3,1,0,2,JavaScript,2015-03-27T11:58:16Z,2021-03-28T12:41:23Z,https://github.com/mysticatea/react-helix,True
erfg12_csharp-game-trainers,CSharp-Game-Trainers,erfg12,Collection of C# PC game hacking programs made with Memory.dll,93,39,9,0,0,1,C#,2015-08-24T19:22:05Z,2025-06-24T16:28:46Z,https://github.com/erfg12/CSharp-Game-Trainers,True
yorevs_homesetup,homesetup,yorevs,The ultimate Terminal experience!,66,11,3,13,0,8,Shell,2018-08-18T02:10:59Z,2025-05-04T01:14:02Z,https://github.com/yorevs/homesetup,True
kralizek_awssecretsmanagerconfigurationextensions,AWSSecretsManagerConfigurationExtensions,Kralizek,This repository contains a provider for Microsoft.Extensions.Configuration that retrieves secrets stored in AWS Secrets Manager.,249,52,6,17,2,12,C#,2018-04-14T17:17:49Z,2025-07-17T11:49:02Z,https://github.com/Kralizek/AWSSecretsManagerConfigurationExtensions,True
sindresorhus_broccoli-uncss,broccoli-uncss,sindresorhus,Remove unused CSS with UnCSS,34,5,7,0,0,0,JavaScript,2014-02-17T20:34:49Z,2025-01-07T20:10:53Z,https://github.com/sindresorhus/broccoli-uncss,True
junichi11_netbeans-vagrant-plugin,netbeans-vagrant-plugin,junichi11,Support for vagrant,27,5,2,2,0,21,Java,2013-09-09T15:45:43Z,2025-03-15T20:58:47Z,https://github.com/junichi11/netbeans-vagrant-plugin,True
